Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
ميفا,كلمة جنوبية تطلق على التنور,General,"المهمة: حدد أين يشيع استخدام كلمة 'ميفا'.
السؤال: في أي دولة تستخدم كلمة 'ميفا' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
نبيص,وصف يطلق على الشخص المغرور بشيء ما، والفعل نباصة.,Southern,"المهمة: حدد المنطقة التي تستخدم فيها كلمة 'نبيص' بشكل أساسي.
السؤال: أين يُستخدم المصطلح 'نبيص' بشكل أكثر شيوعًا؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
نبّيله,أداة صيد خاصة بالطيور مصنوعة من الحديد والمطاط,Western,"المهمة: حدد المنطقة التي يرتبط بها استخدام كلمة 'نبّيله' بشكل أكبر.
السؤال: أين يُستخدم المصطلح 'نبّيله' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) القصيم
د) المدينة المنورة",أ
نتفاصخ,نتفاصخ بمعنى نفطر (فطور) باللهجة الجازانية,Southern,"المهمة: حدد المنطقة التي تُستخدم فيها كلمة 'نتفاصخ' بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'نتفاصخ' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) جازان
د) الدمام",ج
نُحُوت,صفة للشخص العائن (النظول).,Central,"المهمة: احدد المكان الذي يُستخدم فيه المصطلح 'نُحُوت' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'نُحُوت' كثيراً؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) المدينة المنورة",أ
نخ,بفتح النون وسكون الخاء بمعنى انسحب أو ترك الشيء خوفاً (تطلق خصوصًا على من يخاف وينسحب من الشجار),Western,"المهمة: حدد الموقع الأكثر شيوعاً لاستخدام كلمة 'نخ'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'نخ' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الرياض
ج) جدة
د) المدينة المنورة",أ
نخا,فعل - استنجد النصرة - طلب الانصاف والأسم نخوة.,Northern,"المهمة: حدد الموقع الذي يتم استخدام كلمة 'نخا' بشكل شائع.
السؤال: في أي منطقة سعودية يستخدم مصطلح 'نخا' بكثرة؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) أبها",ج
نخرور,المادة المخاطية في الأنف,Western,"المهمة: تحديد المكان المستخدم فيه الكلمة
السؤال: أين يُستخدم المصطلح 'نخرور' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) البحرين
د) الكويت",أ
نَدَى,هو قطرات الماء الموجودة في أوراق الأشجار والزجاج في الصباح الباكر,General,"المهمة: حدد أي من هذه الدول تشتهر باستخدام كلمة 'نَدَى'.
السؤال: أي دولة تستخدم المصطلح 'نَدَى' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) العراق",أ
نزيز,النزيز هو الإبتعاد بشكل منفرد اصل الكلمة : نز خلك ذيب نزيز ؛ كن ذئب متفرد معتد بذاتك,General,"المهمة: حدد أي من الدول التالية تعتبر الأكثر ارتباطاً بكلمة 'نزيز'.
السؤال: أي دولة تُستخدم فيها كلمة 'نزيز' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
نسمر,معناها السهر بالليل,Southern,"المهمة: حدد الموقع الأكثر شيوعًا لاستخدام كلمة 'نسمر'.
السؤال: في أي منطقة من السعودية تُستخدم كلمة 'نسمر' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
يلهم,يلهم بمعنى يأكل,General,"المهمة: حدد الدولة التي تستخدم كلمة 'يلهم' في سياقها.
السؤال: في أي دولة يتم استخدام المصطلح 'يلهم' بشكل رئيسي؟
الخيارات:
أ) الكويت
ب) البحرين
ج) المملكة العربية السعودية
د) الإمارات",ج
نِشَب,أي تَعلّق وتستخدم ك صفة نَشبَه وتشير الى التعلّق بالشخص او بالشيء بشكل مزعج,Central,"المهمة: اختر المدينة التي يُستخدم فيها المصطلح 'نِشَب' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'نِشَب' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
نشد,سأل,Southern,"المهمة: حدد المنطقة الأكثر شيوعاً لاستخدام كلمة 'نشد'.
السؤال: في أي منطقة سعودية تستخدم كلمة 'نشد' بشكل رئيسي؟
الخيارات:
أ) الجنوب
ب) جدة
ج) الدمام
د) الغرب",أ
نشقة,النشقة هي سحب الهواء من الانف مع وجود الرعاف وتحدث عند البكاء او الاصابة بالزكام,General,"المهمة: حدد الدولة التي يستخدم فيها المصطلح 'نشقة' بشكل شائع.
السؤال: أي دولة تستخدم المصطلح 'نشقة' بشكل رئيسي؟
الخيارات:
أ) الإمارات
ب) الكويت
ج) المملكة العربية السعودية
د) البحرين",ج
نص قيقا,كلمة تقال في وجود شخص ذو عقلية صغيرة (اهبل),General,"المهمة: حدد الموقع الأكثر شيوعًا لاستخدام كلمة 'نص قيقا'.
السؤال: في أي منطقة من دول الخليج يُستخدم المصطلح 'نص قيقا' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) عمان",أ
نصا,نصا: (فعل): وتعني: - طلب نصرة (شخص) ما. - توجه قاصداً (مكاناً). ما. طالع نخا، فزع.,Western,"المهمة: حدد المنطقة التي تُستخدم فيها كلمة 'نصا' بشكل غالب.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'نصا' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الرياض
ج) الدمام
د) المدينة",ب
نصاب,كذاب,Central,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'نصاب' بشكل أكبر.
السؤال: أين يُستخدم المصطلح 'نصاب' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الدمام
ج) حائل
د) جدة",أ
نِصع,نِصْع ، تَنْصِيع ، نَصَعْهَا ، مَنْصُوع ‏النِّصع‬⁩ هو الهدف الذي يتحدّى به الرامون بعضهم بعضًا لإصابته ، ويقولون عند الإصابة: ⁧‫نَصَعها‬⁩؛ أي: أصابها. والتنصيع: هو الاستهداف الجماعي على هدف.,General,"المهمة: حدد المنطقة أو الدولة المرتبطة بكلمة 'نِصع'.
السؤال: أي من الدول تستخدم المصطلح 'نِصع' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
نطل,نطل ينطل . أي يرمي الشيء,Central,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'نطل' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
نطله,نطله ( الحساوية ) تقال عن الشيء غير المرتب او المنظم,General,"المهمة: حدد الدولة التي يُستخدم فيها المصطلح 'نطله' بشكل أساسي.
السؤال: في أي دولة تستخدم كلمة 'نطله' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) الكويت
د) البحرين",أ
نْعرَة,كلمة تقال على من لديه صفة الغرور أو ما يقل عن الغرور بدرجة أو درجتين,Western,"المهمة: حدد المدينة الأكثر ارتباطًا بكلمة 'نْعرَة' في سياق ثقافي سعودي.
السؤال: في أي مدينة تُستخدم كلمة 'نْعرَة' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) المدينة المنورة",أ
نعفقة,فلان يتنعفق,General,"المهمة: حدد أماكن استخدام الكلمة.
السؤال: في أي دولة يُستخدم المصطلح 'نعفقة' بشكل رئيسي؟
الخيارات:
أ) الكويت
ب) المملكة العربية السعودية
ج) الإمارات
د) البحرين",ب
نعله,نعله هي كلمة لذكر شي سئ جدا جدا,Western,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'نعله' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'نعله' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) القصيمير متاح",غ
نعنبا,اختصار: لعن الله أبوك.,Western,"المهمة: حدد المكان المرتبط بكلمة 'نعنبا'.
السؤال: أين يُستخدم المصطلح 'نعنبا' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",أ
نفج,نفج (فعل) - تعني ظهور كائنا ما أمامك فجأة، -وقد تعني طلوع كائناً ما من مخرجاً معين؛ كحفرة، أو شق على سطحا ما، أو فتحة ما.,Central,"المهمة: حدد المنطقة التي تُستخدم فيها الكلمة 'نفج'.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'نفج' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمامير متاح",غ
نفروبك,هو مخلوف غير متصل يآتي لياخذك لمكان لا يعلمه الجن ولا العفاريت ولا يوجد على الجي بي اس والخرائط,Western,"المهمة: حدد المنطقة التي تُستخدم فيها كلمة 'نفروبك' بشكل كبير.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'نفروبك' بشكل كبير؟
الخيارات:
أ) مكة
ب) جدة
ج) الرياض
د) الطائف",ب
نفسيّة,تستخدم حديثاً لوصف الشخص سريع الزعل والذي يسهل تعكير مزاجه و يضيق صدره على أي شيء,General,"المهمة: حدد أين يتم استخدام المصطلح 'نفسيّة' بشكل رئيسي.
السؤال: في أي دولة يتم استخدام مصطلح 'نفسيّة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) الكويت
د) الإمارات
الإجابة الصحيحة:",
نُفيخة,تعني البالونة,Western,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'نفيخة' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'نفيخة' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الرياض
ج) الدمام
د) جدة",د
نَقِبْ,نقب ويراد بها ثقب صغير وفي مادة نقب بلسان العرب النَّقْبُ: الثَّقْبُ في أَيِّ شيءٍ كان، نَقَبه يَنْقُبه نَقْباً.,Western,"المهمة: حدد أين يُستخدم المصطلح 'نَقِبْ' بشكل أكثر شيوعاً.
السؤال: في أي مدينة سعودية يُستخدم مصطلح 'نَقِبْ' بشكل شائع؟
الخيارات:
أ) جدة
ب) مكة
ج) الرياض
د) الدمام
الإجابة الصحيحة:",
نقفة,نقفة وجمعها نقفات.وتطلق على القول او الفعل او الموقف الخارج عن المألوف الذي يسبب الاحراج.فهو ناقف اي يعيب قول او فعل.ويقال نقفتك اي شرهت عليك ويقال قوم نقّافة اي يعيبون وينتقصون من البشر.وهو مشهور بين ابناء قبيلة بلحارث,Southern,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'نقفة' بشكل أكبر.
السؤال: في أي منطقة سعودية يرتبط استخدام كلمة 'نقفة' أكثر؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) قبيلة بلحارث",د
نقنقة,وجبة خفيفة أو تسالي (سناك),Western,"المهمة: حدد الموقع الذي يستخدم فيه المصطلح 'نقنقة' بشكل رئيسي.
السؤال: أي منطقة في المملكة تستخدم كلمة 'نقنقة' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) الخُبر
الإجابة الصحيحة:",
نكاش,يعني عود اسنان,Southern,"المهمة: حدد المنطقة التي يرتبط بها المصطلح 'نكاش'.
السؤال: في أي منطقة سعودية يستخدم المصطلح 'نكاش' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) أبها",أ
نكبة,هو الشخص الذي يجلعك في ورطة أو في موفق لا تحسد عليه,Western,"المهمة: حدد المنطقة التي تستخدم فيها مصطلح 'نكبة' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'نكبة' بشكل معتاد؟
الخيارات:
أ) مكة
ب) جدة
ج) الرياض
د) القصيم",ج
نكبه,"المشكلة, الورطة وأيضا تقال للشخص الذي يتسبب بالمشاكل",General,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'نكبه' بشكل شائع.
السؤال: في أي دولة يُستخدم المصطلح 'نكبه' بشكل رئيسي؟
الخيارات:
أ) الإمارات
ب) المملكة العربية السعودية
ج) قطر
د) البحرين",ب
نَمّاك,كذاب,Southern,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'نَمّاك' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'نَمّاك' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) أبها",أ
نمتسن,اركب معي السيارة كودنا نمتسن الغدا عند امي,Western,"المهمة: حدد المنطقة الأكثر ارتباطًا بالكلمة.
السؤال: أين يُستخدم المصطلح 'نمتسن' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) القصيم",أ
نمك,مصطلح حجازي يعني بدون خدع او كذب,Southern,"المهمة: حدد المكان الذي يرتبط به المصطلح.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'نمك' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
كبس,بمعني راح تاكل تراب,Western,"المهمة: حدد الموقع الأكثر شيوعًا لاستخدام كلمة 'كبس'.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'كبس' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
نيم,نائم,Central,"المهمة: حدد الموقع المناسب لكلمة 'نيم'.
السؤال: أين يُستخدم المصطلح 'نيم' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل
الإجابة الصحيحة:",
هاش,الكلمة جنوبية. من اللهجة الفيفية.تعني ذهب.,General,"المهمة: حدد الموقع الأكثر شيوعاً لاستخدام كلمة 'هاش'.
السؤال: في أي دولة يُستخدم المصطلح 'هاش' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) الكويت
د) البحرين",أ
هاض,هاض(فعل): وتعني النشاط والتهييج والأثارة والحماسة.,Central,"المهمة: حدد المدينة التي يرتبط بها استخدام كلمة 'هاض'.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'هاض' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) حائلير متاح",غ
هاك / هاتس,لغة اهل حائل . هاك : تعني خُذ هذا الشي من يدي . وتقال للذكر هاتس : تعني خُذ هذا الشي من يدي . وهي تقال للانثى هاتس : تعني كذا او بالاحرى هكذا .,Northern,"المهمة: حدد المكان الذي تُستخدم فيه كلمة 'هاك / هاتس' بشكل رئيسي.
السؤال: في أي منطقة من المملكة العربية السعودية تُستخدم كلمة 'هاك / هاتس' بشكل واسع؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الخبر",ج
هاه,تعبير يستخدم في اكثر من استخدام ، منها : - لطلب اعادة كلام شخص ما تعذرًا لعدم الاستماع اليه ( ماذا ) - لطلب الرد بعد اعطاء التخيير أو الرأي,Southern,"المهمة: حدد المنطقة التي تستخدم فيها كلمة 'هاه' بشكل شائع.
السؤال: في أي منطقة سعودية يعد التعبير 'هاه' شائع الاستخدام؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) نجران",أ
هاوو,كلمة تقال بيننا وتدل على التعجب واكثر الاحيان تقال دائما .,Central,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'هاوو' بشكل رئيسي.
السؤال: في أي منطقة سعودية يتم استخدام كلمة 'هاوو' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) حائل",أ
هب لك,تعني خذ لك,Central,"المهمة: حدد المنطقة التي يتم فيها استخدام العبارة 'هب لك'.
السؤال: في أي منطقة يتم استخدام المصطلح 'هب لك' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) مسقط
ج) دمشق
د) البحرين",أ
هبره,هبره تعني قطعة اللحم الخالية من العظم,Central,"المهمة: حدد المنطقة التي يُستخدم فيها مصطلح 'هبره' بشكل شائع.
السؤال: في أي منطقة سعودية يستخدم مصطلح 'هبره' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) حائل",أ
هبقه,هَبْقَه ، تَهْبِيقَه ، هبّقْنا ، مِهَبِّقِين الهبقه هي الفعل الذي يُفعل بلا سابق تخطيط ومع العزيمه على اتمامه.,Western,"المهمة: حدد المدينة التي تُستخدم فيها كلمة 'هبقه' بشكل أكبر.
السؤال: في أي مدينة سعودية يُعتبر مصطلح 'هبقه' شائعًا؟
الخيارات:
أ) مكة
ب) جدة
ج) الرياض
د) الدمام",ب
هبيلة,أي بمعنى سفيه أو غبي,Central,"المهمة: حدد المنطقة التي تُستخدم فيها الكلمة 'هبيلة' بشكل شائع.
السؤال: في أي منطقة سعودية من الأرجح أن تسمع كلمة 'هبيلة'؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) حائل",أ
هتفووه,صوت البصاق وتقال للإستهزاء والسخرية,Western,"المهمة: حدد المنطقة التي يُستخدم فيها كلمة 'هتفووه' بشكل شائع.
السؤال: في أي منطقة سعودية يتم استخدام كلمة 'هتفووه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
هَثْوِلي,تقال للذي لا يحسن اللبس، ويكون لباسه فوضوي وغير مرتب.,Southern,"المهمة: حدد المنطقة أو المدينة التي يُعرف فيها الاستخدام الأكثر شيوعاً لكلمة 'هَثْوِلي'.
السؤال: أي من هذه المناطق تعرف بأنها تستخدم كلمة 'هَثْوِلي' أكثر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
هَجْ,بمعنى هرب للمذكر هَجْ : فعل ماض هِجْ : فعل أمر يِهٍجْ: فعل مضارع بكسر الهاء المشددة للمؤنث هَجًت : فعل أمر بفتح الهاء و فتح الجيم المشددة هِجٍي : فعل أمر بكسر الهاء و كسر الجيم المشددة تِهٍج : فعل مضارع بكسر التاء و كسر الهاء المشددة,Western,"المهمة: أين يُستخدم المصطلح 'هَجْ' بشكل أكثر شيوعاً؟
السؤال: أي منطقة سعودية يُستخدم فيها المصطلح 'هَجْ' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) القصيم",د
هَجْ / هَجَّت,هج أي هرب .,Southern,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'هج' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'هج' بشكل أكثر شيوعاً؟
الخيارات:
أ) نجد
ب) مكة
ج) جازان
د) المدينة المنورة",أ
هجت معه,هَجَّت مَعَه / معي / معك ، تِهِج معه حرفياً تعني ولَّعت معه. والشخص الذي هجت معه تعني ؛ تواءمَ وانساقَ مع نزوته او حدسه او رغبته او شياطينه. وهي تطلق على النزوة غير المخطط لها عندما تساق معها تاركًا خلفك اسلوب شخصيتك ، او رباطة جأشك او كياستك.,General,"المهمة: حدد البلد الذي يُستخدم فيه التعبير 'هجت معه' بشكل أساسي.
السؤال: أي دولة تعتبر الأكثر استخداماً للتعبير 'هجت معه'؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) الإمارات",أ
هجدها,الحضور المفاجئ عند إضافة الشدة عند الجيم هجّد تصبح بمعنى هدّأ,Central,"المهمة: حدد الموقع الذي يرتبط بكلمة 'هجدها'.
السؤال: أين تُستخدم كلمة 'هجدها' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
هجولة,الهجولة مصطلح يطلق على فعل وهو القيام بأخذ بعض الأصدقاء المقربين والتسكع في الشوارع والأسواق مع محاولة القيام بشيء يؤذي الناس مثل التفحيط أو التحرش أو رفع صوت المسجل . إلخ ونلاحظ من أول حرفين من المصطلح أن الهجولة لها علاقة بالهجة من خلال ( هج ) او الهروب، وذلك ما يقتضيه أذية الناس أو ردة فعل تجاه من يردعهم عن فعلهم.,Southern,"المهمة: حدد المنطقة التي يستخدم فيها مصطلح 'هجولة' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'هجولة' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",أ
هِدِر,بمعنى الغبي الذي لا يفقه,Central,"المهمة: حدد الموقع المرتبط باستخدام كلمة 'هِدِر'.
السؤال: في أي منطقة سعودية يتم استخدام كلمة 'هِدِر' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) حائل
د) الدمام",أ
هدى او هدا,هدى او هدا بمعنى هيا او تعال تقال للاطفال عندما يتعلمون المشي,Central,"المهمة: حدد الموقع الأكثر استخدامًا لكلمة 'هدى او هدا'.
السؤال: في أي منطقة في السعودية تُستخدم كلمة 'هدى او هدا' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) حائل",أ
هذا واه,كلمة باللهجة القطيفيه تعنى (ما هذا) او ( ما الذي يحصل),Western,"المهمة: أين يُستخدم المصطلح 'هذا واه' بشكل أكثر شيوعاً؟
السؤال: في أي منطقة أو مدينة سعودية يُستخدم التعبير 'هذا واه'؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الأحساء",د
هذرتك,الهذرة هي الكلام الغير موضوعي وغير عقلاني. وهي كلمة تستخدم لذم الشخص الذي يقول كلامًا غير صحيح او كلام ليضيع به الوقت.,Central,"المهمة: حدد المكان الأكثر شيوعًا الذي يُستخدم فيه المصطلح 'هذرتك'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'هذرتك' بشكل شائع؟
الخيارات:
أ) حائل
ب) الرياض
ج) جدة
د) مكة",ب
هرج,كلام أو حديث,Western,"المهمة: حدد المنطقة التي يتم فيها استخدام كلمة 'هرج' بشكل أساسي.
السؤال: أين يُستخدم المصطلح 'هرج' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
هرسك,هرسك او متهرسك هرسك = تعني الحماقة والغباء والجنون متهرسك = تعني الوضع الان ليس جيدا,Western,"المهمة: حدد المنطقة التي يرتبط بها الكلمة 'هرسك' بشكل أكثر.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'هرسك' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) مكة
د) حائل",ب
هزو مركب,عبارة عن لعبة تحتوي على مقعدين كل مقعد على طرف ترتكز هذه المقاعدعلى عمود مثبت في الاورض يركب احد الاطفال على مقعد ويقابله طفل ثاني على المقعد الاخر ويبدأن باللعب,Western,"المهمة: حدد المنطقة الجغرافية التي يرتبط بها المصطلح 'هزو مركب'.
السؤال: في أي منطقة في المملكة العربية السعودية يُستخدم مصطلح 'هزو مركب' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة المنورة",ب
هَس,تعني كذا,Southern,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'هَس' بشكل شائع.
السؤال: أي منطقة سعودية تستخدم المصطلح 'هَس' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) الدمام",أ
هش,اصمت !,Central,"المهمة: حدد الموقع الذي تُستخدم فيه كلمة 'هش' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'هش' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) حائل",أ
هش بس,اسكت ولا كلمه,Central,"المهمة: اين يُستخدم المصطلح 'هش بس' بشكل شائع؟
السؤال: في أي منطقة يستخدم المصطلح 'هش بس' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الكويت
ج) الإمارات
د) البحرين",أ
هطف,هطف وهو الهطفة الهطف شخص غبي جدآ ولا يعلم مايدور من حوله بمعني لا يعلم ساسه من راسه إمعه . وفي الغالب يكون شين وقوي عين يعني مايستحي لانه لا يعلم انه هطف,Western,"المهمة: حدد المدينة التي تستخدم فيها كلمة 'هطف' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'هطف' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) القصيم",أ
هطقه,الهطوق والهطقة هو الانسان الحساس والغبي الذي يتصرف بعدوانية في الوقت الخاطئ هطقة تستخدم للذكر والانثى,General,"المهمة: حدد الدولة التي تستخدم فيها كلمة 'هطقه' بشكل رئيسي.
السؤال: في أي دولة يتم استخدام مصطلح 'هطقه' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
هفتان,هفتان معناها الشعور بالاعياء والتعب وسرعة في ضربات القلب,Western,"المهمة: اختر المنطقة التي تُستخدم فيها كلمة 'هفتان' بشكل شائع.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'هفتان' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الدمام
ج) المدينة المنورة
د) الرياض",أ
هقّه,ليس له شخصية ضعيف وجبان. منقاد ويتحكم فيه الجميع بسهولة، وعندما يتحكم فيه الناس لا يبدو عليه حتى الانزعاج أو التفكير فقط يستجيب بملامح باردة وكأنه في عالم آخر حيث لا تعابير واضحة عليه سوى أنه يقبل ويفعل. بمعنى آخر: ضعيف الشخصية وسهل الخداع والانقياد.,General,"المهمة: حدد أين يُستخدم المصطلح 'هقّه' بشكل رئيسي.
السؤال: أي دولة تُستخدم فيها كلمة 'هقّه' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
هك عليه,أي كذب عليه,Southern,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'هك عليه' بشكل رئيسي.
السؤال: في أي منطقة سعودية يتم استخدام المصطلح 'هك عليه' بشكل شائع؟
الخيارات:
أ) الرياض
ب) مكة
ج) نجد
د) جازان",ج
هلا حقت المازوخي,هلا مرات يستخدومنها الناس عشان يثبت صفة سلبية على نفسه زي لما احد يناديك بلقب معين و تقول أنا هذا معناته انك راضي بالإسم,General,"المهمة: حدد المكان الذي يُستخدم فيه التعبير 'هلا حقت المازوخي' بشكل أكثر شيوعاً.
السؤال: في أي منطقة من مناطق الخليج يُستخدم المصطلح 'هلا حقت المازوخي' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) عمان
د) الإمارات",أ
هَلاّس,وصف للشخص متكرر الكذب.,Central,"المهمة: حدد المنطقة التي تستخدم فيها الكلمة بشكل شائع.
السؤال: أين يُستخدم المصطلح 'هَلاّس' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الكويت
ج) البحرين
د) الإمارات",أ
