Term,Meaning_of_term,Dialect type,Cultural_Interpretation_question,correct_answer
سبعي المواعين,سَبْعِي المُواعِين : اغسلي الأطباق,Central,"المهمة: أجب عن السؤال التالي المتعلق بالثقافة.
السؤال: ما هي دلالة استخدام عبارة 'سبعي المواعين' في المجتمع السعودي؟
الخيارات:
أ) تعبير عن الكسل
ب) دعوة للتعاون وتقاسم المهام المنزلية
ج) إشارة للاحتفال
د) تحذير من الفوضى",ب
خِذْ وخل,تُقال لوصف كلام الشخص الذي يخلط بين الصدق والمبالغة,General,"المهمة: اشرح المفهوم الثقافي لعبارة (خِذْ وخل).
السؤال: ماذا تعكس عبارة (خِذْ وخل) في الثقافة الشعبية؟
الخيارات:
أ) كلام دقيق وموثوق بالكامل
ب) كلام فيه صدق لكنه ممزوج بالمبالغة
ج) كلام رسمي ومحايد
د) كلام ساخر فقط",ب
افتلكو عقلك,اي مزقو عقلك الا و هم الجن,General,"المهمة: وضح كيف تعكس العبارة الثقافة السعودية.
السؤال: عبارة 'افتلكو عقلك' تعكس جزءًا من الثقافة السعودية، ما هو التفسير؟
الخيارات:
أ) تعبر عن الفكاهة
ب) تدل على الجدية
ج) تحمل معنى السخرية
د) تشير إلى السحر والجن",د
سرداحي مرداحي,تطلق على حدث معناه ذاهب وعائد بلا فائدة,Western,"المهمة: اشرح معنى العبارة وفقًا للسياق الثقافي.
السؤال: كيف تعكس عبارة 'سرداحي مرداحي' الثقافة السعودية؟
الخيارات:
أ) تعبر عن تقدير للوقت
ب) تدل على السلبية في بعض المواقف
ج) تعكس أهمية الاجتماعات
د) تعبر عن الفخر بالإنجازات",ب
افحز لي,كلمة قصيميه افحز لي للمفرد او افحزو لي للجمع والكلمه تنطق لذكر والانثى ومعناها : ان المكان ضيق وافتح المجال لغيرك,Central,"المهمة: ما هو التفسير الثقافي لعبارة 'افحز لي'؟
السؤال: لماذا يُستخدم تعبير 'افحز لي' في المجتمع السعودي؟
الخيارات:
أ) لأنها تعبر عن الكرم
ب) لأنها تبرز الاحترام
ج) لأنها تشير إلى أهمية التعاون في المساحات الضيقة
د) لأنها تعبر عن الزحام",ج
سرديده مرديده,تطلق عندما يكثر ذهاب و اياب شخص على مكان او شيء ما وتطلق بلفظ آخر وهو سرديدي مرديدي,Western,"المهمة: فسر المعنى الثقافي لعبارة 'سرديده مرديده'.
السؤال: ما هو التفسير الثقافي لعبارة 'سرديده مرديده' في المجتمع السعودي؟
الخيارات:
أ) تعبير عن الضيافة
ب) دلالة على التواجد المستمر
ج) تعبير عن الكسل
د) إشارة للجودة",ب
سعيد قاط,يعني الشخص الملقوف اللي يتلقف,Western,"المهمة: وضح المعنى الثقافي للعبارة.
السؤال: ما الذي يدل عليه استخدام 'سعيد قاط' في الثقافة الحجازية؟
الخيارات:
أ) يعني الاهتمام بالأخبار والشؤون العامة.
ب) يعني الاستمتاع بحياة الهدوء.
ج) يعني إلقاء السلام.
د) يعني الطموح في العمل.",أ
سمعني صياحك,"تعني تهديداتك لا تهمني وتستخدم للاستفزاز والبعض حتى يزيد في الاستفزاز يضيف كلمة طرب فتصبح العبارة ""صياحك طرب""",Central,"المهمة: فسر كيف تعكس العبارة 'سمعني صياحك' ثقافة الاستفزاز في المجتمع السعودي.
السؤال: كيف تعكس العبارة 'سمعني صياحك' ثقافة الاستفزاز؟
الخيارات:
أ) تشير إلى قوة الخلاف
ب) تعكس عدم الاكتراث بمشاعر الآخرين
ج) تعبّر عن الاحترام المتبادل
د) تدل على الحب والصداقة",ب
سنة جدي,من زمان. من وقت قديم.,General,"المهمة: تفسير العبارة 'سنة جدي' ضمن الثقافة السعودية.
السؤال: كيف تعكس عبارة 'سنة جدي' الثقافة السعودية؟
الخيارات:
أ) تشير للبعد الاجتماعي للعائلة.
ب) تعبر عن قدم الأشياء.
ج) تدل على الطراز الحديث.
د) تركز على الانفتاح الثقافي.",أ
سهه,عبارة تعني جداً او كثيراً توضع بعد اي كلمة للتعبير عن المبالغة,Western,"المهمة: اختر التفسير الثقافي الصحيح للعبارة 'سهه'.
السؤال: ما هو المعنى الثقافي للعبارة 'سهه' في اللهجة السعودية؟
الخيارات:
أ) تعبير عن الاستغراب
ب) تعبير عن المبالغة
ج) تعبير عن الحزن
د) تعبير عن السعادة",ب
سوكتم بوكتم,عبارة تنفال لما يكونو الناس ساكتين وما يهرجو,Western,"المهمة: حدد الصفة الثقافية للعبارة.
السؤال: كيف تعكس 'سوكتم بوكتم' ثقافة المجتمع السعودي؟
الخيارات:
أ) تعبر عن الانفتاح والتواصل
ب) تعبر عن لحظات السكوت والانقطاع
ج) تعبر عن الفخر
د) تعبر عن الحفاوة والترحيب",ب
حاشر أنفك,هو الي يتدخل في أمور لا تعنيه,Central,"المهمة: فسر المصطلح  في سياق ثقافي سعودي.
السؤال: لماذا تُستخدم عبارة ""حاشر أنفك"" في الثقافة السعودية؟
الخيارات:
أ) للمدح والثناء
ب) لتوبيخ شخص يتدخل فيما لا يعنيه
ج) للدعاء لشخص مريض
د) للترحيب بشخص غريب",ب
شتبغا ,"شتبغا عبارة عن جمع كلمتين الا و هي ""ايش"" و ""تبغا"" و تعبر عن ماذا تريد بالعربية الفصحى.",General,"المهمة: اختر الخيار الذي يصف تفسير كلمة 'شتبغا' في الثقافة السعودية.
السؤال: ما هو التفسير الثقافي لكلمة 'شتبغا'؟
الخيارات:
أ) تعبير يستخدم للاستفسار عن الرغبات
ب) تعبير يستخدم للتعبير عن الوقت
ج) تعبير غير معروف
د) تعبير يستخدم للترحيب",أ
شد الارض,اجلس,Central,"المهمة: اشرح المعنى الثقافي لعبارة 'شد الارض'.
السؤال: ما الدلالة الثقافية لعبارة 'شد الارض' في المجتمع السعودي؟
الخيارات:
أ) تدل على الراحة والسكون
ب) تدل على الحركة والنشاط
ج) تدل على الجد والاجتهاد
د) تدل على العزيمة والإصرار",أ
الناس مول,مفرده حساويه وتعني الوقت متأخر,Eastern,"المهمة: اشرح المفهوم الثقافي لعبارة (الناس مول).
السؤال: ماذا تعبر عبارة (الناس مول) في الاستخدام اليومي؟
الخيارات:
أ) أن الناس مجتمعون
ب) أن الوقت متأخر
ج) أن المكان مزدحم
د) أن اليوم مزدحم بالأعمال",ب
شق جبهة,عبارة  تستخدم لوصف حالة الانتصارفلان شق جبهة فلان يعني الجمه او افحمه و انتصر عليه في النقاش ( شق الجبهة ) يوافق المعنى الفصيح يشابهه تقريبا فلان قصف جبهة فلان,Western,"المهمة: تفسير العبارة وثقافتها.
السؤال: لماذا يعتبر 'شق جبهة' تعبيرًا شائعًا في النقاشات بالثقافة السعودية؟
الخيارات:
أ) لأنه يدل على الاستسلام
ب) لأنه يرمز إلى الانتصار البصري
ج) لأنه يشجع على الهدنة
د) لأنه يمثل القوة والحكمة",ب
شنقل الباب,اترك الباب مفتوح قليلاً,Western,"المهمة: حدد ما يدل عليه استخدام عبارة 'شنقل الباب' في الثقافة السعودية.
السؤال: ماذا يعني استخدام 'شنقل الباب' في الثقافة السعودية؟
الخيارات:
أ) احترم الزوار ودعهم يدخلون
ب) انزعج من الضوضاء
ج) تفضل الجلوس في مكان مغلق
د) تبادل التحية",أ
شنوحك,الكلمه عباره عن ماذا بك,Northern,"المهمة: اشرح ما تعكسه كلمة 'شنوحك' عن الثقافة السعودية.
السؤال: ماذا تعبر كلمة 'شنوحك' عن الثقافة السعودية؟
الخيارات:
أ) التساؤل عن الحالة الشخصية
ب) التعبير عن الفرح
ج) الاستفسار عن الوقت
د) الدعوة إلى الطعام",أ
صجه ولجه,الإزعاج الشديد الناشيء من الأصوات والحركة الكثيرة,General,"المهمة: فسر العبارة 'صجه ولجه' في السياق الثقافي.
السؤال: ما الذي يرمز له استخدام عبارة 'صجه ولجه' في الثقافة الخليجية؟
الخيارات:
أ) الحفلات والمناسبات المزدحمة
ب) الهدوء في المنازل
ج) العزلة عن الناس
د) الذكريات الجميلة",أ
صخم الله رقاعك,جملة تقال للي ما عنده سالفه و معناها : سود الله وجهك,Central,"المهمة: حدد السبب الثقافي وراء استخدام العبارة.
السؤال: لماذا تُستخدم العبارة 'صخم الله رقاعك' في الثقافة السعودية؟
الخيارات:
أ) للدعابة
ب) للتعبير عن الغضب
ج) للتعبير عن القلق
د) لتعزية الناس",ب
صديق,هي عبارة نداء للعمال والموظفين القادمين من دول آسيوية غير عربية,General,"المهمة: فكر في المعنى الثقافي لكلمة 'صديق'.
السؤال: ما هو السياق الثقافي الذي يميز كلمة 'صديق' في المجتمع السعودي؟
الخيارات:
أ) يدلل الناس في حفلات الزفاف
ب) يشير إلى العلاقة بين العمال والموظفين القادمين من خارج البلاد
ج) يستخدم في المجالس فقط
د) يطلق على الأصدقاء في المدرسة",ب
صياحك طرب,عندما تريد إظهار اللامبالاة بالإساءة الموجه لك,Central,"المهمة: وضّح كيف تعكس العبارة 'صياحك طرب' الثقافة السعودية.
السؤال: ماذا تعني عبارة 'صياحك طرب' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الفخر بالإنجازات
ب) توضح طبيعة التحمل واللامبالاة تجاه الإهانات
ج) تدل على التواصل الجيد بين الأفراد
د) تعكس أهمية الإيجابية في المجتمع",ب
ضاق الصدر,حزن,General,"المهمة: تفسير المعنى الثقافي للعبارة
السؤال: ما الذي تعبر عنه عبارة 'ضاق الصدر' في الثقافة السعودية؟
الخيارات:
أ) شعور بالقلق والضيق
ب) شعور بالفرح
ج) شعور بالاسترخاء
د) شعور بالراحة",أ
ضريب إرتتس,ضريب = أسم شخص شعبي . ولا أظن أنه هناك احدن أسمهو ضريب إرتتس = بمعنى إرتك أو جب مركا وارتك ومعناها أستريح بس .,Central,"المهمة: حدد التعبير الثقافي الصحيح المرتبط بكلمة 'ضريب'.
السؤال: كيف تعكس كلمة 'ضريب' الثقافة المحلية في نجد؟
الخيارات:
أ) تعبر عن الاسترخاء
ب) تعبر عن العمل الجاد
ج) تعبر عن الضحك
د) تعبر عن الفخر",أ
ضعوي,تعني الخرطي وهو انه كذاب نصاب,General,"المهمة: شرح المعاني الثقافية للكلمة.
السؤال: ما هو التفسير الثقافي لكلمة 'ضعوي' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الكرم
ب) تشير إلى انعدام الامانة
ج) تعني القوة والصلابة
د) تعبر عن الحياء",ب
طار بالعجة,عندما يندفع شخص لفعل شيء متأثرا من شيء سواء كان كلاما أو فعلا من شخص آخر,General,"المهمة: ما هو التفسير الثقافي للعبارة 'طار بالعجة' في اللهجة السعودية؟
السؤال: كيف تعكس عبارة 'طار بالعجة' التجارب اليومية في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الهدوء والسكون
ب) تدل على شخص يتأثر بكلام الآخرين ويتصرف بسرعة
ج) توحي بالتردد وعدم الحسم
د) تعكس الروح الرياضية والتعاون",ب
اتوطى في بطنك,اتوطى في بطنك: معناها انن سوف يضربه بقوة,Central,"المهمة: فسر كيف تعكس جملة 'اتوطى في بطنك' جوانب من الثقافة السعودية.
السؤال: ما الذي يعكسه استخدام جملة 'اتوطى في بطنك' عن الثقافة السعودية؟
الخيارات:
أ) العنف في العلاقات
ب) روح الفكاهة
ج) مبدأ الصداقة
د) الاحترام المتبادل",أ
يباري الساس,يمشي بمحاذاة الجدار - يدور الظلال أو يتغبى عن أحد.,Central,"المهمة: اشرح الدلالة اثقافية لعبارة «يباري الساس».
السؤال: ماذا تعكس عبارة «يباري الساس» عن تصرف الشخص؟
الخيارات:
أ) الجرأة والمواجهة
ب) الحذر وتجنب الظهور
ج) الكرم الزائد
د) العجلة في التصرف",ب
طراش,القي,General,"المهمة: احرص على اختيار التفسير الصحيح لكلمة 'طراش' في السياق الثقافي.
السؤال: ما الذي يعكسه استخدام كلمة 'طراش' في الثقافة النجدية؟
الخيارات:
أ) ترحيب
ب) تحذير
ج) دعوة
د) إدارة",أ
اترك الهِياط,تُقال لمن يبالغ في ادعاءاته أو يتصنع القوة.,Central,"المهمة: اشرح المفهوم الثقافي لعبارة (اترك الهِياط).
السؤال: ماذا تعكس عبارة (اترك الهِياط) في الثقافة الشعبية؟
الخيارات:
أ) تشجيع الشخص على الاستمرار
ب) رفض المبالغة والتفاخر الزائف
ج) الدعاء له بالتوفيق
د) إظهار الاحترام",ب
عافية ربي,هي عبارة دعوة بالعافية من رب العالمين في الحجاز تقال هذه العبارة للاطفال عند النوم ولكن بطريقة مخيفة قليلا وكانها دعوة لشبح مافيخاف الاطفال وينامون بسرعة ولكن عندما يكبر الطفل يعرف معنى هذه العبارة ويبدأ بلوم امه والضحك على هذه العبارة,Western,"المهمة: اشرح كيف تعكس عبارة 'عافية ربي' ثقافة حجازية.
السؤال: كيف تعكس عبارة 'عافية ربي' العادات والتقاليد الحجازية؟
الخيارات:
أ) تعبر عن أسلوب الدعابة مع الأطفال
ب) تعكس التعاون بين الأسر
ج) تدل على الانضباط في التربية
د) متعلقة بالأطعمة التقليدية",أ
عاقد النونه,عاقد النونه : الشخص الذي يقرب حاجبيه الى بعض تعبيراً عن الزعل,Central,"المهمة: قم بشرح المعنى الثقافي لعبارة 'عاقد النونه'.
السؤال: ما الدلالة الثقافية لعبارة 'عاقد النونه' في اللهجة السعودية؟
الخيارات:
أ) تُظهر مشاعر الفرح
ب) تشير إلى التوتر
ج) تعبر عن الزعل
د) تعكس عدم الاكتراث",ج
هب لي,اعطني,Southern,"المهمة: اشرح المفهوم الثقافي لعبارة (هب لي).
السؤال: ماذا تعبر عبارة (هب لي) في الاستخدام اليومي؟
الخيارات:
أ) أمر حازم
ب) طلب إعطاء شيء بأسلوب لهجي
ج) رفض الطلب
د) تهديد مباشر",ب
عداك العيب,في حالتك إعجابك بفعل أو كلام شخصاُ ما,Central,"المهمة: اجب عن السؤال التالي.
السؤال: ما الذي يعكسه استخدام تعبير 'عداك العيب' في الثقافة السعودية؟
الخيارات:
أ) الاحترام والتقدير
ب) الرغبة في الممازحة
ج) عدم الاهتمام
د) الصداقة السطحية",أ
عدك عليه,اذا كنت معصب على مديرك وتبى تفش غلك وبدون مايعرف وش معناه قله عدك عليه طال عمرك,Central,"المهمة: افسر المعنى الثقافي لعبارة 'عدك عليه'.
السؤال: ماذا تعبر عبارة 'عدك عليه' عن الثقافة السعودية؟
الخيارات:
أ) تعكس الرغبة في التعبير عن المشاعر السلبية.
ب) تشير إلى التقدير والاحترام.
ج) تعبر عن الفرح.
د) تتعلق بالتقاليد القديمة.",أ
أبو خمسة,يستخدم للشخص الشره اللذي يأكل بيده.,General,"المهمة: اذكر مَا يعبّر عنه المصطلح 'أبو خمسة' من منظور ثقافي.
السؤال: ما الذي يُعبّر عنه مصطلح 'أبو خمسة' في الثقافة السعودية؟
الخيارات:
أ) التفاخر بالأكل
ب) رغبة الشخص في التميز
ج) سلوك غير اجتماعي
د) عادة الأكل في المناسبات",أ
عساك سالم,"تأتي بشكل عامي بمعنى ""استريح""",General,"المهمة: اشرح معنى العبارة في السياق الثقافي.
السؤال: ما هو التفسير الثقافي لعبارة 'عساك سالم' في المجتمع السعودي؟
الخيارات:
أ) تعبير عن تمنيات بالصحة والعافية.
ب) تعبير عن الحزن.
ج) تعبير عن الفخر.
د) تعبير عن الرجاء.
الإجابة الصحيحة:",
عساك طيب,عندما تسأل شخص : كيف حالك؟ في السعودية يستبدلوها في الغالب بلهجة السؤال: عساك طيب؟,General,"المهمة: فسر العبارة في سياق الثقافة السعودية.
السؤال: لماذا تُستخدم عبارة 'عساك طيب' بكثرة في الثقافة السعودية؟
الخيارات:
أ) للتعبير عن المجاملة والود
ب) للتعبير عن الاستهزاء
ج) للتعبير عن الغضب
د) للتعبير عن الفرح",أ
عسى مالك,ماذا طرأ لك أيضا مالك يا أخي,Western,"المهمة: حدد التفسير الثقافي للعبارة 'عسى مالك'.
السؤال: ما هو المعنى الثقافي وراء عبارة 'عسى مالك' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن القلق على الشخص الآخر
ب) تعبر عن الفرح
ج) تعبر عن التعجب
د) تعبر عن الحزن",أ
عضّ الأرض,عباره مسكته أو رادعه لشخص أحلامه كبيره ومستحيله,Central,"المهمة: فكر في استخدام التعبير 'عضّ الأرض' في الثقافة السعودية.
السؤال: ما هو الدور الثقافي الذي تعكسه عبارة 'عضّ الأرض' في المجتمع السعودي؟
الخيارات:
أ) يشجع الناس على الطموح
ب) ينبه الناس للواقع
ج) يحث على الاستسلام
د) يعبر عن اليأس",ب
عض على شحمه,تقال عندما يقوم الشخص بالتحدث عن موضوع لا يفقه فيه شيء أو عندما يتحدث في وقت غير مناسب وكذلك عندما يتخاصم شخصان فيقول أحدهما ( ورى ماتعض على شحمه ؟ ),Central,"المهمة: اختر التفسير الثقافي لعبارة 'عض على شحمه'.
السؤال: لماذا يُستخدم التعبير 'عض على شحمه' في الثقافة السعودية؟
الخيارات:
أ) لإظهار الاحترام
ب) للإشارة إلى عدم الفهم
ج) للتعبير عن الفرح
د) للتعبير عن الحزن",ب
أدّيلو علقة, يعني أضربو اوعاقبه,Western,"المهمة: اشرح المفهوم الثقافي لعبارة (أدّيلو علقة).
السؤال: ماذا تعكس عبارة (أدّيلو علقة) في الثقافة الشعبية؟
الخيارات:
أ) المزاح الخفيف
ب) التهديد أو التعبير عن العقاب الشديد
ج) الدعاء والشفقة
د) الشكر والامتنان",ب
بس داويه,بس بلا ازعاج,Southern,"المهمة: اشرح المفهوم الثقافي لعبارة (بس داويه).
السؤال: ماذا تعبر عبارة (بس داويه) في التعامل اليومي؟
الخيارات:
أ) الطلب بصوت مرتفع
ب) التنبيه بلطف مع طلب الهدوء
ج) السخرية من الشخص
د) الأمر الصارم",ب
علة باطنية,تنطق عادة بالتنوين (علتن باطنية) تقال للشخص الثقيل جدا والمزعج. صعب المراس الذي دائما يعترض ولا يتقبل أي شيء.,Central,"المهمة: وضح معنى العبارة في سياق الثقافة السعودية.
السؤال: لماذا تُستخدم عبارة 'علة باطنية' في اللهجة السعودية؟
الخيارات:
أ) لوصف الشخص المفضل
ب) لوصف الشخص الثقيل والمزعج
ج) لوصف شخص متفاهم
د) لوصف شخص منفتح",ب
على اسرك,(عند أهل السراة): على اسرك: تنطق عَلَسْرِِكْ: تخفيف من اللغة الفصيحة على رِسْلِكْ، وهي بمعنى على مهلك، لا تتعجل. مرادفات: على هونك.,Southern,"المهمة: اشرح ما يدل عليه استخدام عبارة 'على اسرك' في الثقافة السعودية.
السؤال: تستخدم عبارة 'على اسرك' بشكل شائع في المواقف التي تتطلب:
الخيارات:
أ) الاستعجال
ب) الهدوء
ج) التوتر
د) السرور
الإجابة الصحيحة:",
على راسك ريش,يقال بدلا من (لا، لا يمكنك فعل ذلك) و هو من الإستنكار و أحيانا السخرية و هو دائما استفهام.,Central,"المهمة: ضع تفسيرًا ثقافيًا للعبارة.
السؤال: ما هو التفسير الثقافي لعبارة 'على راسك ريش'؟
الخيارات:
أ) تعبير شائع يستخدم في ثقافة معينة
ب) تعبير تقليدي قديم
ج) تعبير لطيف بين الأصدقاء
د) تعبير يستخدم للتعبير عن الحب",أ
على شحم,بمعنى اسكت او نقطنا بسكاتك,Central,"المهمة: حدد ما تعنيه العبارة بناءً على السياق الثقافي.
السؤال: ماذا يعكس تعبير 'على شحم' عن الثقافة السعودية؟
الخيارات:
أ) يشير إلى عدم الرغبة في الكلام
ب) يشير إلى الكرم
ج) يدل على الفخر
د) يعبر عن الحماس",أ
تراني طفران,بمعنى انا مفلس ماعندي فلوس ,General,"المهمة: اختر الخيار الذي يعبر عن التفسير الثقافي لعبارة 'تراني طفران'.
السؤال: لماذا تُستخدم عبارة ""تراني طفران"" في الثقافة السعودية؟
الخيارات:
أ) للتعبير عن الغنى المفاجئ
ب) للتعبير عن القلق
ج) للتعبير عن عدم توفر المال بشكل صريح أو فكاهي
د) لأنها مرتبطة بالمدح",ج
على لبن ملموذه,تستخدم عندما نريد أن نقول أن شخصين على خلاف مع بعضهما البعض، وأن العلاقة بينهما ليس جيده أبداً.,General,"المهمة: اشرح المعنى الثقافي للعبارة.
السؤال: ما الذي تعبر عنه عبارة 'على لبن ملموذه' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن علاقة جيدة
ب) تشير إلى عدم التفاهم بين الأصدقاء
ج) تدل على الخلافات السياسية
د) تعبر عن التعاون المهني",ب
على مثل راس القوطي,تقال عند سب وشتم رجل قدره لا يصل ان يقدم له قطعه كبيره  بل قطعه صغيره بحجم غطاء قارورة الماء,General,"المهمة: فسر المقصد الثقافي من العبارة.
السؤال: لماذا تعبير 'على مثل راس القوطي' يتصف بلغة سلبية في المجتمع السعودي؟
الخيارات:
أ) لأنه يعبر عن الخصائص الإيجابية
ب) لأنه يعكس عدم الاهتمام بالناس
ج) لأنه يستخدم في المجاملات
د) لأنه يشير إلى التكريم",ب
اشرب بشويش,معناها اشرب ببطئ,Southern,"المهمة: قم بشرح العبارة من منظور ثقافي.
السؤال: لماذا تُستخدم عبارة ""اشرب بشويش"" في الثقافة السعودية؟
الخيارات:
أ) للتوبيخ على الإزعاج
ب) للتعبير عن الاستعجال
ج) للحرص على راحة الشخص أو صحته
د) لتشجيع الشخص على الشرب",ج
علي بالملازيم!,أسلوب نذر. وتعني أنني سأقوم بالواجب وحق الضيافة، ولن يذهب الضيف الا وهو مكرم.,General,"المهمة: فسر المعاني الثقافية للعبارة.
السؤال: ما الذي تعبر عنه العبارة 'علي بالملازيم!' في الثقافة السعودية؟
الخيارات:
أ) الاحترام والتقاليد في الضيافة
ب) الرفض للزيارة
ج) الإهانة للضيف
د) عدم الرغبة في التفاعل",أ
علي ما علي,علي ما علي بلهجة أهل تبوك، تظهر عندما يغضب الشخص ويستنكر أمراً ما ومن ثم يبدأ يتوعد وينذر أنه لو حدث شيء كهذا تالله لن تمر بسلام!,Northern,"المهمة: افسر الاستخدام الثقافي للتعبير 'علي ما علي'.
السؤال: ما هو السياق الثقافي الذي يُستخدم فيه التعبير 'علي ما علي'؟
الخيارات:
أ) عند التعبير عن الفرح
ب) عند الاستنكار والتهديد
ج) عند الشكر والترحيب
د) عند الاعتذار",ب
عمر عامر مات ي بطل,وتنقال للي يسوي قوي المقصود فيها عمر عامر القرشي رحمه الله راقص المزمار المشهور,Central,"المهمة: حدد ما تعبر عنه العبارة في الثقافة السعودية.
السؤال: تعبّر عبارة 'عمر عامر مات ي بطل' عن ____ في الثقافة السعودية.
الخيارات:
أ) الاحترام للأبطال
ب) روح الدعابة
ج) الافتخار بالتراث
د) التقليد",أ
عنز ولو طارت,إذا أصر أحدهم وتمسك برأيه حتى ولو كان أمراً مستحيلاً لايمكن وقوعه,Central,"المهمة: حدد ما يعبر عنه استخدام 'عنز ولو طارت' في الثقافة السعودية.
السؤال: ماذا تعكس عبارة 'عنز ولو طارت' عن القيم الثقافية في السعودية؟
الخيارات:
أ) الإصرار والعزيمة
ب) الاستسلام
ج) التقدير للأصدقاء
د) الدعابة في المواقف الجادة",أ
عنك او عن رجآل.؟,عبارة بدوية قديمة، تعني، هل أنت كفؤ لهذه المهمة، أما هنالك من أكفأ منك؟ ويكون الرد بهذه الطريقة (عني وانا رجآل) وتعني أنا لها وأنا رجل.,Central,"المهمة: حدد التفسير الثقافي لعبارة 'عنك او عن رجآل.؟'.
السؤال: تعبر عبارة 'عنك او عن رجآل.؟' عن ____ في الثقافة البدوية.
الخيارات:
أ) الشجاعة
ب) المسؤولية
ج) الفخر
د) المهارة",ب
عود جاي,هي كلمة عربية في معناها فكلمة عود موجودة في لسان الصحاح بعاد إِليه يَعُودُ عَوْدَةً وعَوْداً: رجع اي بمعنى رجع إليه ومعنى جاي مأخوذة من مجيئ اي جاء إلي ومعنى عود جاي : اي ارجع إلي هذه الكلمة موجودة عند عوام القبائل السعودية وخاصة النجدية وهي كلمة قد اندثرت في وقتنا الحاضر,Central,"المهمة: حدد المعنى الثقافي لعبارة 'عود جاي'.
السؤال: ماذا تعبر عبارة 'عود جاي' عن ثقافة الجماعات في السعودية؟
الخيارات:
أ) الحب والوداع
ب) الاحترام والتقدير
ج) التعاطف والتواصل
د) استدعاء الأشخاص والعودة",د
حست مريري,حست تسبدي: أي عكرت مزاجي .,Central,"المهمة: اشرح الدلالة الثقافية لعبارة «حسّت مريري».
السؤال: ماذا تعكس عبارة «حسّت مريري» عن شعور المتحدث؟
الخيارات:
أ) الراحة والاطمئنان
ب) الانزعاج وتعكر المزاج
ج) الحماس الزائد
د) اللامبالاة",ب
إيش فيك مِتْنَح؟,تُقال للشخص الذي لا يستوعب الكلام أو يتظاهر بعدم الفهم.,Western,"المهمة: اشرح الدلالة الثقافيةة لعبارة «إيش فيك متنح؟».
السؤال: ماذا تعكس هذه العبارة عن الشخص الموجَّه له الكلام؟
الخيارات:
أ) سرعة الفهم
ب) عدم الاستيعاب أو التظاهر بعدم الفهم
ج) الحماس الزائد
د) الأدب في الحوار",ب
عيشة ولد,تطلق تلعب الفتاة التي تلعب مع الصبيان,Western,"المهمة: اختر التفسير الثقافي الصحيح للعبارة.
السؤال: ما هو التفسير الثقافي للعبارة 'عيشة ولد'؟
الخيارات:
أ) تعكس التفاعل الاجتماعي بين الفتيات والصبيان
ب) تشير إلى مهنة معينة
ج) تعبر عن حب للفن
د) لا تعني أي شيء ثقافي",أ
غاسل يدي منو,تستخدم هذي العبارة لي تعبر عن شخص أو فعل عمله شخص قد خيب أملك,Western,"المهمة: اشرح المعنى الثقافي للعبارة.
السؤال: ما هو التفسير الثقافي لعبارة 'غاسل يدي منو' في المجتمع السعودي؟
الخيارات:
أ) تعبر عن الفخر بالتقاليد.
ب) تعبر عن خيبة الأمل من شخص آخر.
ج) تعبر عن الرغبة في التحسين.
د) تعبر عن الشجاعة.",ب
لا تِسوي فيها,"عبارة شهيرة بمعنى ""لا تتصنع"" أو لا تدعي صفة ليست فيك (هياط حجازي).",Western,"المهمة: اشرح الدلالة الثقافية لعبارة «لا تسوي فيها».
السؤال: ماذا تعكس هذه العبارة عن الشخص الموجَّه له الكلام؟
الخيارات:
أ) الصدق والبساطة
ب) التظاهر وادعاء ما ليس فيه
ج) الخجل والهدوء
د) الاحترام الزائد",ب
غسل شراع,غسل شراع: تعني أن شخصاً لقن الآخر درساً قاسياً بطريقة تعنفية أو بالضرب أو بالكلام. طالع نسف جبهه,General,"المهمة: فسر المعنى الثقافي لعبارة 'غسل شراع'.
السؤال: ما دلالة استخدام عبارة 'غسل شراع' في الثقافة السعودية؟
الخيارات:
أ) تعبر عن الطيبة
ب) تعبر عن الشجاعة
ج) تعبر عن تأديب شخص آخر
د) تعبر عن مساعدة الأصدقاء",ج
فاصخ عقله,تقال للانسان الذي يفعل الاشياء بدون استخدام عقله و تكون تصرفاته اقرب للمجنون منه للعاقل.,General,"المهمة: فسر العبارة بشكل ثقافي.
السؤال: لماذا قد يُعتبر استخدام عبارة 'فاصخ عقله' في الحديث اليومي جزءاً من الثقافة السعودية؟
الخيارات:
أ) لأنها تعبر عن التعاطف
ب) لأنها تشير إلى تصرفات غير عقلانية بشكل هزلي
ج) لأنها تمثل الاحترام
د) لأنها تعبر عن التفاؤل",ب
فاهمني والله العظيم,عندما اتحدث عن موضوع ما مع شخص اخر، ولاحظة الشخص يفهم على حديثي ، في هذه الحظه اقول له (فاهمني والله العظيم),Western,"المهمة: اشرح المعنى الثقافي لعبارة 'فاهمني والله العظيم'.
السؤال: ما الذي تعبر عنه عبارة 'فاهمني والله العظيم' في سياق الثقافة السعودية؟
الخيارات:
أ) محاولة لجذب انتباه الشخص
ب) تعبير عن السعادة
ج) طلب للهدوء
د) تعبير عن الأسف",أ
